Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence	Rank
716	Spectrogram 1	1	20210316_144618.WAV	908.0	911.0	150	15000	wlwwar	Willow Warbler	0.34299034665114586	3
717	Spectrogram 1	1	20210316_144618.WAV	960.0	963.0	150	15000	carcro1	Carrion Crow	0.6064416563274547	1
718	Spectrogram 1	1	20210316_144618.WAV	960.0	963.0	150	15000	eurjay1	Eurasian Jay	0.32294582638102426	2
719	Spectrogram 1	1	20210316_144618.WAV	960.0	963.0	150	15000	rook1	Rook	0.30089667414765503	3
720	Spectrogram 1	1	20210316_144618.WAV	970.0	973.0	150	15000	eurtre1	Eurasian Treecreeper	0.2721836589472776	1
721	Spectrogram 1	1	20210316_144618.WAV	970.0	973.0	150	15000	comcra	Common Crane	0.2675442016093999	2
722	Spectrogram 1	1	20210316_144618.WAV	970.0	973.0	150	15000	tawowl1	Tawny Owl	0.2487093275447701	3
723	Spectrogram 1	1	20210316_144618.WAV	972.0	975.0	150	15000	eurtre1	Eurasian Treecreeper	0.32475540765760635	1
724	Spectrogram 1	1	20210316_144618.WAV	972.0	975.0	150	15000	yellow2	Yellowhammer	0.3117114581944596	2
725	Spectrogram 1	1	20210316_144618.WAV	972.0	975.0	150	15000	webwar1	Western Bonelli's Warbler	0.3089927315195588	3
726	Spectrogram 1	1	20210316_144618.WAV	974.0	977.0	150	15000	eurtre1	Eurasian Treecreeper	0.36885523613214827	1
727	Spectrogram 1	1	20210316_144618.WAV	974.0	977.0	150	15000	goldcr1	Goldcrest	0.3366390392318285	2
728	Spectrogram 1	1	20210316_144618.WAV	974.0	977.0	150	15000	eurrob1	European Robin	0.3128221522226542	3
729	Spectrogram 1	1	20210316_144618.WAV	976.0	979.0	150	15000	eurtre1	Eurasian Treecreeper	0.2997023406887022	1
730	Spectrogram 1	1	20210316_144618.WAV	976.0	979.0	150	15000	norgos	Northern Goshawk	0.28481867529228366	2
731	Spectrogram 1	1	20210316_144618.WAV	976.0	979.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.25734211039343113	3
732	Spectrogram 1	1	20210316_144618.WAV	978.0	981.0	150	15000	tawowl1	Tawny Owl	0.29076972668230433	1
733	Spectrogram 1	1	20210316_144618.WAV	978.0	981.0	150	15000	eurtre1	Eurasian Treecreeper	0.2547088828007248	2
734	Spectrogram 1	1	20210316_144618.WAV	978.0	981.0	150	15000	norgos	Northern Goshawk	0.24658545509787147	3
735	Spectrogram 1	1	20210316_144618.WAV	962.0	965.0	150	15000	carcro1	Carrion Crow	0.49999315897259133	1
736	Spectrogram 1	1	20210316_144618.WAV	962.0	965.0	150	15000	eurjay1	Eurasian Jay	0.37048222192554087	2
737	Spectrogram 1	1	20210316_144618.WAV	962.0	965.0	150	15000	eurtre1	Eurasian Treecreeper	0.3561959675008233	3
738	Spectrogram 1	1	20210316_144618.WAV	980.0	983.0	150	15000	eurtre1	Eurasian Treecreeper	0.29005876691736804	1
739	Spectrogram 1	1	20210316_144618.WAV	980.0	983.0	150	15000	eurbul	Eurasian Bullfinch	0.2839016332868565	2
740	Spectrogram 1	1	20210316_144618.WAV	980.0	983.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.2704398464736467	3
741	Spectrogram 1	1	20210316_144618.WAV	982.0	985.0	150	15000	eurtre1	Eurasian Treecreeper	0.3166775855365288	1
742	Spectrogram 1	1	20210316_144618.WAV	982.0	985.0	150	15000	eurrob1	European Robin	0.27673252448866686	2
743	Spectrogram 1	1	20210316_144618.WAV	982.0	985.0	150	15000	firecr1	Common Firecrest	0.2634113812588962	3
744	Spectrogram 1	1	20210316_144618.WAV	984.0	987.0	150	15000	eurtre1	Eurasian Treecreeper	0.35862893900527787	1
745	Spectrogram 1	1	20210316_144618.WAV	984.0	987.0	150	15000	firecr1	Common Firecrest	0.3560943898581094	2
746	Spectrogram 1	1	20210316_144618.WAV	984.0	987.0	150	15000	shttre1	Short-toed Treecreeper	0.3450437316758152	3
747	Spectrogram 1	1	20210316_144618.WAV	986.0	989.0	150	15000	carcro1	Carrion Crow	0.5022920986454185	1
748	Spectrogram 1	1	20210316_144618.WAV	986.0	989.0	150	15000	comrav	Common Raven	0.3787831015529103	2
749	Spectrogram 1	1	20210316_144618.WAV	986.0	989.0	150	15000	eurjay1	Eurasian Jay	0.36660512436215054	3
750	Spectrogram 1	1	20210316_144618.WAV	988.0	991.0	150	15000	carcro1	Carrion Crow	0.5817166312342874	1
751	Spectrogram 1	1	20210316_144618.WAV	988.0	991.0	150	15000	eurjay1	Eurasian Jay	0.26548984247899304	2
752	Spectrogram 1	1	20210316_144618.WAV	988.0	991.0	150	15000	rook1	Rook	0.2215836620334809	3
753	Spectrogram 1	1	20210316_144618.WAV	990.0	993.0	150	15000	carcro1	Carrion Crow	0.592560575610211	1
754	Spectrogram 1	1	20210316_144618.WAV	990.0	993.0	150	15000	eurjay1	Eurasian Jay	0.22720155686752738	2
755	Spectrogram 1	1	20210316_144618.WAV	990.0	993.0	150	15000	rook1	Rook	0.21380217827364284	3
756	Spectrogram 1	1	20210316_144618.WAV	992.0	995.0	150	15000	eurtre1	Eurasian Treecreeper	0.30785372501531616	1
757	Spectrogram 1	1	20210316_144618.WAV	992.0	995.0	150	15000	eurrob1	European Robin	0.3062564255997258	2
758	Spectrogram 1	1	20210316_144618.WAV	992.0	995.0	150	15000	firecr1	Common Firecrest	0.29152922469251563	3
759	Spectrogram 1	1	20210316_144618.WAV	994.0	997.0	150	15000	eurrob1	European Robin	0.3187092854061247	1
760	Spectrogram 1	1	20210316_144618.WAV	994.0	997.0	150	15000	misthr1	Mistle Thrush	0.3004778254902773	2
761	Spectrogram 1	1	20210316_144618.WAV	994.0	997.0	150	15000	wlwwar	Willow Warbler	0.28221877042820853	3
762	Spectrogram 1	1	20210316_144618.WAV	996.0	999.0	150	15000	woolar1	Wood Lark	0.3174285367117248	1
763	Spectrogram 1	1	20210316_144618.WAV	996.0	999.0	150	15000	yellow2	Yellowhammer	0.3087871424336902	2
764	Spectrogram 1	1	20210316_144618.WAV	996.0	999.0	150	15000	wlwwar	Willow Warbler	0.30683494063437766	3
765	Spectrogram 1	1	20210316_144618.WAV	998.0	1001.0	150	15000	wlwwar	Willow Warbler	0.31903420098595425	1
766	Spectrogram 1	1	20210316_144618.WAV	998.0	1001.0	150	15000	yellow2	Yellowhammer	0.3136451698420453	2
767	Spectrogram 1	1	20210316_144618.WAV	998.0	1001.0	150	15000	webwar1	Western Bonelli's Warbler	0.30163662593933216	3
768	Spectrogram 1	1	20210316_144618.WAV	964.0	967.0	150	15000	norgos	Northern Goshawk	0.3550939896927027	1
769	Spectrogram 1	1	20210316_144618.WAV	964.0	967.0	150	15000	eurjay1	Eurasian Jay	0.3470787039666812	2
770	Spectrogram 1	1	20210316_144618.WAV	964.0	967.0	150	15000	blawoo1	Black Woodpecker	0.34389009110860286	3
771	Spectrogram 1	1	20210316_144618.WAV	1000.0	1003.0	150	15000	norgos	Northern Goshawk	0.30480921958880847	1
772	Spectrogram 1	1	20210316_144618.WAV	1000.0	1003.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.25580818779527675	2
773	Spectrogram 1	1	20210316_144618.WAV	1000.0	1003.0	150	15000	eurtre1	Eurasian Treecreeper	0.25507575410007394	3
774	Spectrogram 1	1	20210316_144618.WAV	1002.0	1005.0	150	15000	eurtre1	Eurasian Treecreeper	0.41202958743399726	1
775	Spectrogram 1	1	20210316_144618.WAV	1002.0	1005.0	150	15000	norgos	Northern Goshawk	0.2979220086900314	2
776	Spectrogram 1	1	20210316_144618.WAV	1002.0	1005.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.2791367590912175	3
777	Spectrogram 1	1	20210316_144618.WAV	1004.0	1007.0	150	15000	eurbla	Eurasian Blackbird	0.3556166157483504	1
778	Spectrogram 1	1	20210316_144618.WAV	1004.0	1007.0	150	15000	webwar1	Western Bonelli's Warbler	0.3470002638369825	2
779	Spectrogram 1	1	20210316_144618.WAV	1004.0	1007.0	150	15000	wlwwar	Willow Warbler	0.3445501775465602	3
780	Spectrogram 1	1	20210316_144618.WAV	1006.0	1009.0	150	15000	webwar1	Western Bonelli's Warbler	0.35786767896364985	1
781	Spectrogram 1	1	20210316_144618.WAV	1006.0	1009.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.35020811907126226	2
782	Spectrogram 1	1	20210316_144618.WAV	1006.0	1009.0	150	15000	eurtre1	Eurasian Treecreeper	0.34642683856544554	3
783	Spectrogram 1	1	20210316_144618.WAV	1008.0	1011.0	150	15000	eurtre1	Eurasian Treecreeper	0.3687207713098357	1
784	Spectrogram 1	1	20210316_144618.WAV	1008.0	1011.0	150	15000	norgos	Northern Goshawk	0.34204005648215374	2
785	Spectrogram 1	1	20210316_144618.WAV	1008.0	1011.0	150	15000	woowar	Wood Warbler	0.3345587633915648	3
786	Spectrogram 1	1	20210316_144618.WAV	1010.0	1013.0	150	15000	eurtre1	Eurasian Treecreeper	0.3322380113521505	1
787	Spectrogram 1	1	20210316_144618.WAV	1010.0	1013.0	150	15000	eurrob1	European Robin	0.28896416512795714	2
788	Spectrogram 1	1	20210316_144618.WAV	1010.0	1013.0	150	15000	firecr1	Common Firecrest	0.2859505979933257	3
789	Spectrogram 1	1	20210316_144618.WAV	1012.0	1015.0	150	15000	blutit	Eurasian Blue Tit	0.42480716515183176	1
790	Spectrogram 1	1	20210316_144618.WAV	1012.0	1015.0	150	15000	eurtre1	Eurasian Treecreeper	0.38266212209397077	2
791	Spectrogram 1	1	20210316_144618.WAV	1012.0	1015.0	150	15000	eurrob1	European Robin	0.35916535108540276	3
792	Spectrogram 1	1	20210316_144618.WAV	1014.0	1017.0	150	15000	carcro1	Carrion Crow	0.440420781860932	1
793	Spectrogram 1	1	20210316_144618.WAV	1014.0	1017.0	150	15000	eurjay1	Eurasian Jay	0.3630788215920162	2
794	Spectrogram 1	1	20210316_144618.WAV	1014.0	1017.0	150	15000	eurtre1	Eurasian Treecreeper	0.35504933653074916	3
795	Spectrogram 1	1	20210316_144618.WAV	1016.0	1019.0	150	15000	eurbul	Eurasian Bullfinch	0.47512207557006697	1
796	Spectrogram 1	1	20210316_144618.WAV	1016.0	1019.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.36741474617188674	2
797	Spectrogram 1	1	20210316_144618.WAV	1016.0	1019.0	150	15000	eurtre1	Eurasian Treecreeper	0.35493106750071224	3
798	Spectrogram 1	1	20210316_144618.WAV	1018.0	1021.0	150	15000	eurtre1	Eurasian Treecreeper	0.3566321100918935	1
799	Spectrogram 1	1	20210316_144618.WAV	1018.0	1021.0	150	15000	blutit	Eurasian Blue Tit	0.3451287045315468	2
800	Spectrogram 1	1	20210316_144618.WAV	1018.0	1021.0	150	15000	eurrob1	European Robin	0.34456673604493493	3
801	Spectrogram 1	1	20210316_144618.WAV	966.0	969.0	150	15000	eurtre1	Eurasian Treecreeper	0.36002919057113597	1
802	Spectrogram 1	1	20210316_144618.WAV	966.0	969.0	150	15000	norgos	Northern Goshawk	0.26373330089379077	2
803	Spectrogram 1	1	20210316_144618.WAV	966.0	969.0	150	15000	goldcr1	Goldcrest	0.2592975748740044	3
804	Spectrogram 1	1	20210316_144618.WAV	968.0	971.0	150	15000	eurtre1	Eurasian Treecreeper	0.3388696312818004	1
805	Spectrogram 1	1	20210316_144618.WAV	968.0	971.0	150	15000	goldcr1	Goldcrest	0.2963177130039726	2
806	Spectrogram 1	1	20210316_144618.WAV	968.0	971.0	150	15000	eurrob1	European Robin	0.2919506733000891	3
807	Spectrogram 1	1	20210316_144618.WAV	1020.0	1023.0	150	15000	woowar	Wood Warbler	0.3030636534447673	1
808	Spectrogram 1	1	20210316_144618.WAV	1020.0	1023.0	150	15000	eurrob1	European Robin	0.29770701696888685	2
809	Spectrogram 1	1	20210316_144618.WAV	1020.0	1023.0	150	15000	eurtre1	Eurasian Treecreeper	0.2960205481539981	3
810	Spectrogram 1	1	20210316_144618.WAV	1030.0	1033.0	150	15000	wlwwar	Willow Warbler	0.367950857648493	1
811	Spectrogram 1	1	20210316_144618.WAV	1030.0	1033.0	150	15000	yellow2	Yellowhammer	0.35765297488590875	2
812	Spectrogram 1	1	20210316_144618.WAV	1030.0	1033.0	150	15000	webwar1	Western Bonelli's Warbler	0.33722190604102714	3
813	Spectrogram 1	1	20210316_144618.WAV	1032.0	1035.0	150	15000	eurtre1	Eurasian Treecreeper	0.3617888653656666	1
814	Spectrogram 1	1	20210316_144618.WAV	1032.0	1035.0	150	15000	webwar1	Western Bonelli's Warbler	0.35791474742387497	2
815	Spectrogram 1	1	20210316_144618.WAV	1032.0	1035.0	150	15000	wlwwar	Willow Warbler	0.35369036124959385	3
816	Spectrogram 1	1	20210316_144618.WAV	1034.0	1037.0	150	15000	wlwwar	Willow Warbler	0.364547375576822	1
817	Spectrogram 1	1	20210316_144618.WAV	1034.0	1037.0	150	15000	yellow2	Yellowhammer	0.3571253162642177	2
818	Spectrogram 1	1	20210316_144618.WAV	1034.0	1037.0	150	15000	webwar1	Western Bonelli's Warbler	0.34319694691728725	3
819	Spectrogram 1	1	20210316_144618.WAV	1036.0	1039.0	150	15000	eurgre1	European Greenfinch	0.5126633204228805	1
820	Spectrogram 1	1	20210316_144618.WAV	1036.0	1039.0	150	15000	yellow2	Yellowhammer	0.3088852557193625	2
821	Spectrogram 1	1	20210316_144618.WAV	1036.0	1039.0	150	15000	eurrob1	European Robin	0.3029633452323729	3
822	Spectrogram 1	1	20210316_144618.WAV	1038.0	1041.0	150	15000	wlwwar	Willow Warbler	0.37230097780985655	1
823	Spectrogram 1	1	20210316_144618.WAV	1038.0	1041.0	150	15000	yellow2	Yellowhammer	0.35912005952232107	2
824	Spectrogram 1	1	20210316_144618.WAV	1038.0	1041.0	150	15000	webwar1	Western Bonelli's Warbler	0.3551977291016575	3
825	Spectrogram 1	1	20210316_144618.WAV	1022.0	1025.0	150	15000	eurtre1	Eurasian Treecreeper	0.37767701230622236	1
826	Spectrogram 1	1	20210316_144618.WAV	1022.0	1025.0	150	15000	firecr1	Common Firecrest	0.3612847971413396	2
827	Spectrogram 1	1	20210316_144618.WAV	1022.0	1025.0	150	15000	woowar	Wood Warbler	0.3561757682331409	3
828	Spectrogram 1	1	20210316_144618.WAV	1040.0	1043.0	150	15000	wlwwar	Willow Warbler	0.3668348693046611	1
829	Spectrogram 1	1	20210316_144618.WAV	1040.0	1043.0	150	15000	eurrob1	European Robin	0.3524803146063187	2
